t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
109.7718906,98.76584773,101.8778833,98.75588492,104.8821435,95.56599368,104.0717859,93.74778405,98.1139893,99.32810613,103.0457175,108.8907655,102.0080698,103.0766271,101.9436562
110.3871557,98.1872651,102.1914516,98.58322619,104.7217236,96.29957123,104.5820483,93.75633746,98.42128984,98.71000309,103.4250446,109.1067818,102.4594248,103.9363907,101.8495371
108.7417045,98.46138082,103.2017437,99.0308997,105.1487766,96.48323839,104.7926577,93.68573523,99.04072213,97.87445948,103.3746376,109.1660406,101.9888025,104.6354943,101.781839
109.5578337,98.24433659,103.2201793,99.99278306,105.1615553,96.97757605,104.9145261,93.35411432,98.31605672,98.22142395,103.3165451,109.6941512,100.9315108,104.2171065,102.5268266
109.9817307,98.46948137,103.3844428,99.66554354,104.8781064,97.32974227,104.7176181,93.5700366,98.92994146,98.64128936,103.6907577,110.5508048,101.1448898,105.0558287,103.2963179
111.2684658,98.02362188,103.3121418,98.58072098,104.2533633,97.16747333,104.7195831,93.61107415,98.69041784,99.08507746,103.6839884,110.4902101,101.1406009,105.0322859,103.5624033
110.7181084,97.42098996,103.5747485,98.26585917,103.5866201,97.61313718,104.8907305,93.83205189,99.157441,99.20297287,103.5177342,110.2580403,101.4552167,105.499869,103.6216852
110.6457989,97.3360888,104.3237945,97.3749631,104.3026753,98.0145519,105.0496325,94.44353044,99.05197716,99.83908148,104.2694139,110.9375509,100.9630736,105.3831291,103.1765698
110.8513555,97.59667571,104.2261471,97.45124476,104.1087104,97.75442399,104.3513622,95.1630443,99.25251531,99.3819464,103.2657438,110.2124506,100.3246273,104.8331511,103.7113929
110.878378,97.24797167,104.7102343,96.55054577,104.0548815,97.79238755,103.6420913,96.13074982,99.71023286,99.1114946,102.9495796,110.1618209,100.091267,105.6397147,103.3519159
111.3085228,97.39008371,104.7428199,96.33536984,104.9607182,98.43799209,104.239611,96.53895329,99.59972764,99.11439608,102.869484,109.9266689,100.4904534,105.7349165,103.5131522
111.7790848,97.36818536,105.2577505,96.7451834,104.6523721,98.53443032,103.4603806,96.17205852,99.32003642,99.11214819,102.3143304,110.3390579,100.4161208,105.2682756,103.9876523
111.4459069,97.64326386,104.8666099,95.89493605,103.5970299,97.75536851,103.6153229,96.3974592,99.62188101,99.84384467,102.6500136,110.7381332,100.7849797,105.4268763,103.9775236
110.5263338,97.34281411,105.350436,96.20455468,102.6344277,97.48072831,103.8309418,96.04543511,100.0269316,99.73539607,102.5449844,110.6991,100.3444676,105.9562463,104.044693
109.7614554,96.88110905,105.6574887,96.41776758,103.0594545,97.57146709,103.7482764,96.03339961,99.71859498,100.0361472,101.9940874,110.3089863,100.2138178,105.6267859,103.0585472
110.4391716,96.79836014,105.8396008,95.9769327,103.1901445,97.70611386,103.7428185,96.60915289,99.99239616,100.1948935,101.2156092,109.9289229,100.2405649,105.6743704,103.2711539
109.7130701,96.52248807,106.165534,95.29600979,102.7046563,97.78005605,103.9772893,96.18333914,100.5840262,100.495844,101.7165606,110.4622812,99.86520778,106.0034118,103.9898611
111.3893637,96.35240639,105.5812559,95.59257371,102.4117157,97.60896324,104.9454499,97.16106426,101.1514409,99.36475775,101.5167373,110.4434788,100.5961857,107.2024138,104.2464688
111.0762288,96.41067093,105.8132858,95.93745219,101.9716028,97.78788821,104.7129291,96.53325351,101.5477454,98.93312515,101.6281754,110.9400243,100.6624337,107.0458904,104.3382825
110.6509106,97.40316983,105.354185,95.80530939,101.509719,97.38273547,104.8834667,96.75559824,101.2531345,98.72678612,101.5972395,111.3105174,101.4742851,106.9465712,103.157114
110.3735195,97.5053748,105.5141917,95.82552149,102.6491775,97.44501604,105.0936902,96.24335716,101.6829352,98.4723183,102.6251829,113.0299608,100.8923653,107.015268,103.1936124
111.1059381,97.3177695,106.2859851,95.1243521,102.0180205,97.36720561,105.2090355,96.5261109,101.705999,98.51026156,102.2220493,113.285397,101.2872991,107.757337,102.7392775
112.2610558,98.07955343,106.0732465,95.60242503,102.118397,96.91723832,105.5994902,97.41943326,101.7770634,99.00126726,101.873224,113.1059488,100.7811641,107.8168522,102.6386384
112.2446126,97.4528675,106.4143822,95.69465141,101.5382435,96.81955647,106.4495283,97.79129359,102.1689961,99.46577034,102.2093077,112.5214485,100.3118248,108.3060379,102.9641392
112.8700418,97.31716408,106.2287902,95.61027404,101.094629,97.52303639,106.6091519,98.57631778,102.1217464,99.26552463,102.6870647,112.8448006,101.0921803,109.0651049,102.920548
112.6432363,97.26487529,106.086647,95.72324039,101.4555606,98.17887803,105.961687,98.32489226,101.5498877,99.72197064,102.7337247,113.8369951,101.4850558,109.5684584,102.3288165
112.7128733,97.43514164,106.1776989,94.65862238,101.2912448,98.39735799,105.2734976,98.50071886,101.3111408,99.86550435,103.3178062,114.2485754,102.3439698,109.1123578,103.3115161
112.183163,97.74861067,107.0530924,94.5731428,101.3315659,98.25267736,105.798445,98.75347211,101.8000274,100.0707729,103.4189406,114.7563377,103.0421233,108.9486434,102.6354996
111.7877441,97.85579369,107.696041,95.25519513,101.2580265,98.45420491,105.8047497,98.64000426,101.1349316,99.78268872,103.9532636,114.9518099,104.0165399,109.3011971,102.5318261
112.5596592,97.54534285,107.655193,95.03990605,101.2393424,99.22282162,106.4987661,98.21410549,101.4675827,100.4502788,104.5213981,114.6146835,102.8089584,108.7927481,102.3591105
111.6991229,98.74295442,107.3834608,95.25400718,100.7945716,99.31564272,106.505993,97.71140573,102.2995658,100.5067523,104.8879689,113.9209947,102.4504301,109.5168286,102.8638404
111.4215895,98.59124482,107.4853651,95.17509696,100.0177789,99.24466989,106.720378,97.49365077,101.8183437,100.4389675,104.5820337,113.5005883,102.1944644,109.588039,102.9916936
110.3748559,98.22677234,107.9156818,94.65982738,100.745919,99.68976471,106.2415242,97.86550445,102.1650405,100.93602,104.98473,113.7334058,101.2190234,109.6678144,102.8807101
110.8318906,98.34901355,108.6450521,94.28753198,100.7967034,100.2996465,106.840264,97.78195273,102.7934584,100.6847435,104.9884442,114.0512439,100.7127202,110.0613213,104.05338
110.4658302,98.24431919,109.1617306,93.68207924,100.8681842,101.0282684,107.5878783,98.20108005,103.5934344,100.8141274,105.5512548,114.5608747,100.4841871,109.732981,104.3363629
109.4995113,97.78709453,109.7120707,94.13368887,101.1810446,102.2599851,106.9365615,98.71155898,103.6401399,99.8512102,105.574902,114.7290705,100.6227405,110.2528989,104.8046455
109.5214879,97.55249144,110.1975944,94.72076063,101.5377125,101.9715318,107.4973972,99.12167185,104.4482964,99.13920762,106.39384,115.6893677,101.1300175,111.5309351,104.6273267
110.0738594,97.18485388,109.4864664,94.77018636,101.3437207,101.6690914,106.5744157,98.98734533,105.1909109,99.30351938,106.5681465,116.4153023,101.4342774,111.4785552,104.4348677
110.3366659,98.29458746,108.9523335,94.98328925,101.6212693,101.3620995,106.255161,98.20899201,105.8939708,99.3827872,106.2659186,117.1232002,101.5476412,111.5953915,103.7112224
110.4435375,98.19896624,108.4998194,95.69418007,101.7209985,101.2422089,105.2847578,99.1393948,105.7519447,99.143524,107.3382653,116.8559562,102.2091329,111.693624,104.2095632
111.196233,98.5536295,109.2111152,95.49439436,102.8673726,101.1101019,105.1423765,99.71872663,105.367002,98.89164424,107.2527348,116.4462735,102.1222103,111.7713011,104.0045568
111.640407,98.5048278,108.6445127,94.98682476,102.4455427,100.727013,104.3717003,99.89595557,105.6525289,99.57572945,107.6242101,115.8340971,102.7840665,110.3969149,105.0475188
111.9651264,98.5260338,108.7913982,94.80495426,101.9028569,100.2147321,104.2550848,99.50007538,106.0642203,99.76522917,107.7097505,117.0424652,102.337235,110.4136125,104.6517697
112.164751,98.69675398,108.0212636,94.82563084,102.3643137,99.14483624,103.5204598,99.82398752,106.4803597,99.41703539,107.5119276,117.384231,101.8708571,110.6404992,104.9506521
111.7305443,99.13000413,107.6212731,94.88488866,102.4264659,100.2262534,103.8701822,100.6812091,106.8557047,99.16941271,106.8428645,117.198812,102.0671845,110.9251087,105.291761
111.7653931,98.29373369,107.323352,94.46075284,103.0844791,99.32014939,104.14791,101.2033034,106.9001347,99.4591527,107.2985361,117.1193065,102.5257729,111.6595925,104.9829561
111.5886135,98.63371827,107.4002776,94.02190815,102.7050382,99.41712631,105.0135523,100.2759819,107.1373911,99.61990928,106.6565148,118.3851537,101.9130935,110.9703871,104.8001255
111.9496188,98.37783197,108.0190441,94.21738453,102.8495129,99.43061622,105.6878662,99.76650062,108.0290249,99.92311258,106.131609,117.5655622,102.6522209,110.4016149,105.2574555
112.014292,98.99381974,108.1102782,93.65860853,103.4348456,99.17178532,105.6016396,99.79316688,108.3078512,99.84678137,106.3775309,118.5270649,102.9273509,110.6794602,105.6180587
112.6327318,98.6731644,108.4008587,93.54611789,103.2031524,98.87529249,106.2411076,100.1346534,107.7148003,100.1795446,106.6729705,118.7785672,102.8371478,111.7808407,106.0379422
112.4959122,99.46411189,108.4423764,93.75942908,103.6727846,98.99613958,105.6486608,99.35865416,107.5849072,100.4884824,106.430946,119.0386383,103.1539464,111.3442238,105.7591724
112.1291741,99.45604939,108.5470448,93.96062031,103.8231212,98.99791255,104.8256678,99.42698027,107.5551015,101.0167215,105.5729035,117.9176944,103.0162257,111.4807205,106.4619662
112.9608979,99.09549366,108.5892933,94.22302683,103.6207703,98.71914987,104.6586491,99.71608794,106.6734284,101.5646026,106.0371043,118.4273107,103.3027024,110.7750447,106.4780583
112.4891964,98.1205882,109.40086,94.24398003,103.8147482,98.82125046,103.7374892,98.77327009,107.2249684,101.346388,106.4942696,118.2941696,103.444306,110.5475579,106.2089908
113.5854728,98.97811259,110.3481259,93.52706591,104.6947348,98.27719465,104.117754,98.62234714,108.0995785,101.3246241,106.6630131,118.8730132,103.6198846,109.8277485,106.1103293
113.4513141,99.59673634,110.3272869,93.44199841,104.3449691,97.83828803,104.6400557,99.1564782,107.7462055,102.6446669,106.6428816,119.0313908,103.5467086,110.5094641,105.890736
114.0522391,99.629376,111.13362,93.27389518,103.8314395,97.90633146,104.5682252,99.24808457,108.6300656,102.6695864,107.2378727,118.3831762,103.3040752,110.6618777,105.3871854
114.7313755,100.0321937,111.2078969,92.43867656,103.5007912,97.0794433,104.1883528,99.09450159,109.8290942,102.7661571,108.4790452,117.2285057,102.872746,111.6043408,105.6931145
114.3841023,100.331773,112.5688188,93.02661589,103.205182,96.37030389,104.252635,99.94124223,110.1504507,103.1764025,108.123063,118.0210953,103.5246361,111.8185417,106.1871796
114.1802813,100.6022648,112.0139698,93.19871279,103.5837251,96.22974553,104.5319787,99.520855,110.4732998,103.4566008,108.4746162,119.0145985,103.5754154,111.3421223,106.2796513
113.5868365,101.1276701,113.4526429,93.56719217,103.9776711,95.99464874,103.9222297,99.50167519,111.0486601,103.3746523,108.2858655,119.9489078,103.8432453,112.0006005,106.2285739
114.4831785,101.1938266,112.8670392,94.2088873,103.9040223,95.66159623,103.1595209,99.14825134,111.7524443,102.9288308,108.6219668,120.1591664,104.0660465,111.1988111,105.7941887
114.6304364,101.7135948,112.5459815,94.62430341,103.5162517,95.77669351,102.5993384,99.70049413,111.8674263,102.3948513,108.4640647,119.8012211,104.7606512,110.9929317,105.8077767
114.4181645,102.2714047,112.7591849,94.59901158,102.7308036,95.15274657,103.2445509,98.45371102,111.315109,101.6026586,109.665672,119.1961609,104.5172794,111.3468547,106.2104527
114.0739137,102.778214,113.6748638,94.19217865,101.7994502,95.67932233,103.3560097,98.39963456,111.6995729,101.2142517,109.8202218,120.3726612,105.2105812,111.7687078,105.604347
114.5360502,102.6083278,113.2323462,94.17706575,102.4782778,95.93658049,102.9353441,98.23818673,111.1221854,101.1005606,109.330778,118.7553571,106.0061432,111.1078776,105.9791421
114.871146,103.1631946,113.9035074,94.83029391,102.6311031,96.21981511,102.887303,98.46867707,111.2337558,100.3346201,109.3875699,119.7283942,106.5709204,110.7694461,105.0905661
115.8841433,103.2498568,113.4120842,95.09540211,103.1854565,96.03360188,102.4348244,99.07411898,110.8857149,99.19244366,110.0739309,119.8217941,105.3587728,110.0808852,105.0251519
116.0072522,103.7773335,112.9028493,94.6675541,103.1768635,96.926794,101.5543064,99.57785841,111.2580394,98.6424362,109.8303315,118.9892404,105.1285834,109.9029637,105.2660627
116.3090501,104.5838809,112.832113,95.40283878,103.5827166,96.59532417,100.1770018,99.67458391,111.9421329,98.48855734,110.2169545,119.2588122,105.0745842,109.577484,105.9530296
116.0248874,105.0887874,112.0175211,95.17328854,103.7143931,96.80120591,99.62550402,99.26923706,111.6482908,98.70341082,110.3738153,119.2516587,105.4446308,109.3614782,105.2452552
116.729971,105.6350818,111.9790678,94.64636452,104.1952613,96.85966659,98.98752273,99.30232947,112.4430128,99.00153889,110.8713811,119.4507725,104.3977997,110.5755481,106.6559148
116.6187487,106.3783729,111.2850007,94.95007223,103.7138787,97.17455461,98.79405707,98.88210929,112.5134862,98.05000657,110.6480905,118.3907545,103.8921893,111.1404799,106.0236114
117.0848785,106.3598253,111.7216014,95.40029825,103.7108727,97.76481601,98.90683492,98.66964994,112.1146622,98.50886775,110.1045255,118.103335,103.9345955,111.1859135,107.3198922
117.4673346,106.1793886,112.6944385,95.22332992,102.8163168,97.65503011,98.63849023,98.87558644,111.9522872,98.63292786,110.2644406,119.1402732,104.212819,111.2061934,107.1556379
117.6710815,105.7204733,112.1144573,95.83986724,103.5033113,98.15380841,98.84663938,97.83476763,111.8634566,98.53972652,110.5435203,119.9819057,104.5644016,112.0791453,107.1903428
116.9306742,105.5286799,111.5377355,96.54433045,103.5492626,98.23767351,98.73361711,97.80627558,112.0837656,98.18303237,110.1671006,120.8524862,105.1860342,111.756864,107.0431248
116.9072098,106.5474437,110.5153207,96.97858823,102.3517721,97.83582286,98.67717392,97.84385566,113.1816685,98.66911115,110.1407988,121.5890054,105.270841,112.225742,107.13682
117.1869786,106.9225632,110.8224957,96.18460001,101.6750627,97.60790277,98.72028717,97.69283216,113.312078,98.98976335,108.230898,121.2323974,105.9619705,112.2248337,105.7534139
118.2877877,106.687602,110.7734822,96.91616253,101.503188,98.05647926,99.11350919,98.23049616,113.482417,98.79702161,109.3590179,120.8104297,105.0586759,111.5463359,104.2658278
117.9673964,106.2162056,110.6617357,97.01566159,101.8393312,98.00096417,99.1692012,98.49249138,114.1130198,99.02048546,109.3367252,121.2771803,105.3183743,111.806924,104.0815347
118.795122,107.252925,110.1365817,97.76162738,101.5562755,98.07039762,99.97719041,98.83455792,114.2370482,99.0710938,110.6385035,120.8105192,105.2021994,113.3119519,104.3427258
118.9596077,105.7613041,110.5395245,97.89248135,100.9118343,98.24102872,99.92299373,98.96558861,113.8730738,98.67609526,109.5991674,120.3859627,105.523059,114.5429781,102.9371397
118.3275901,106.1040686,110.0569019,98.77206465,100.7862574,98.86130034,99.83143492,99.7010672,112.9855126,98.35580958,109.4665361,122.1459155,105.1680844,113.9956671,102.890185
117.4457794,106.625869,110.2068014,99.11383472,100.9085759,99.43098791,99.10592331,100.2656973,113.3960407,98.54829405,109.1716569,122.5788322,105.2205394,113.7968479,103.0994434
117.7765594,106.6635805,109.8184891,99.29565507,101.5952678,99.81150896,99.35985829,100.0877444,114.3475262,98.17921004,107.9546013,122.4385782,106.0203272,114.255922,102.7912204
116.3999724,108.0145964,109.0005059,99.42381881,101.6084738,99.85335711,98.87569708,99.99632359,114.0597479,97.98956218,108.2893924,122.3064983,105.8841773,115.1844368,102.0684952
116.3583523,108.1873519,109.4180088,100.2103916,101.3042489,100.0596754,99.05455898,99.43183674,114.056179,98.41233042,108.7910094,122.6543303,105.2971839,114.8975708,101.543289
116.6633858,108.6946089,109.612372,100.3718425,101.3887062,100.698423,98.63450971,100.0141118,115.8206022,98.35965513,108.8317482,121.4623045,105.75131,115.7488446,102.4077005
117.084249,108.6351531,109.1451466,100.332018,101.6376854,100.9296713,98.43293691,99.63977339,115.630773,98.42474983,108.3588841,120.5898127,105.9458227,115.3273073,102.4731775
117.3544231,109.2766059,108.9582913,101.2330498,100.9631554,101.6856848,98.83628379,99.64769234,115.1761866,98.75276553,107.7679957,119.9459816,106.0974206,115.3407396,101.6474577
117.1778014,109.5391349,109.4773079,102.2519992,100.9315074,101.5833579,99.02066187,99.70302876,115.3365124,98.88770975,108.1539866,119.0542156,105.8423967,114.4492566,101.5818825
