T1,T2,T3,T4
0.417462766,0.178500687,0.484209411,0.056484641
0.613008678,0.780429328,0.991862656,0.698410557
0.491803348,0.130813719,0.898533252,0.852311483
0.92179817,0.824472376,0.402498067,0.016973934
0.344060123,0.146426296,0.08456427,0.631250126
0.386683643,0.884494749,0.373413093,0.811626153
0.725334585,0.662527847,0.064620403,0.710033211
0.045672357,0.093736862,0.699115534,0.315389726
0.048472822,0.212208098,0.310099285,0.955572799
0.934123218,0.123872458,0.109979428,0.463258675
0.619856536,0.629417669,0.366511997,0.310378111
0.311772048,0.255742552,0.17202704,0.616545946
0.087067068,0.058883372,0.116173666,0.518054989
0.615992486,0.070535085,0.92047297,0.994332245
0.896098793,0.227897178,0.368088818,0.365111398
0.57014221,0.579377934,0.817917878,0.718353795
0.306680143,0.735810537,0.077478843,0.639434987
0.560773551,0.470952529,0.792714984,0.030395849
0.235989988,0.607958566,0.441466621,0.824368353
0.241110981,0.939587961,0.389693286,0.478729755
0.138070762,0.051842119,0.96840997,0.665840442
0.822468221,0.993762533,0.045483242,0.650238448
0.001501262,0.567934243,0.902022563,0.631264812
0.648539484,0.565196278,0.755570885,0.732207797
0.12497133,0.457809902,0.688818864,0.010612768
0.081237018,0.788622658,0.499607761,0.028694548
0.492863119,0.216521407,0.609207157,0.954857125
0.414201915,0.524958214,0.197564779,0.671328257
0.063001096,0.701799027,0.277289706,0.951551653
0.633860767,0.015944145,0.218379551,0.425179176
0.835314929,0.855891842,0.639663941,0.109120376
0.236623466,0.110257842,0.71639252,0.581724116
0.498476684,0.24919015,0.620011136,0.883594484
0.147358358,0.645665553,0.888821116,0.499330931
0.081023157,0.125558124,0.170608974,0.039107258
0.418257892,0.682116347,0.238919806,0.126434931
0.192788303,0.469766732,0.340388728,0.272008933
0.905101955,0.8302543,0.258607356,0.671906669
0.34515208,0.452465941,0.197868354,0.262233039
0.696695745,0.815199638,0.338484883,0.645228693
0.975278318,0.980781028,0.761416311,0.217011769
0.511341274,0.872046509,0.348531626,0.992085981
0.254089773,0.09886438,0.397858348,0.371783399
0.515218675,0.033859697,0.032274666,0.740257937
0.132384956,0.972965588,0.742590661,0.962139233
0.913290441,0.458182275,0.809234825,0.051609081
0.512327611,0.122803911,0.041940984,0.428517941
0.910897195,0.325496849,0.086810945,0.093365767
0.56241411,0.478175453,0.008499716,0.047778019
0.984134376,0.963495471,0.129717998,0.556345714
0.659811199,0.639964799,0.466042223,0.099825881
0.264084756,0.978017129,0.75697814,0.816238218
0.368252695,0.758467587,0.927563442,0.886206395
0.340857923,0.001605978,0.202417343,0.994353679
0.086480558,0.140729533,0.539008293,0.308394836
0.53515023,0.244125479,0.346262274,0.612392859
0.783932388,0.76395066,0.188527777,0.272699911
0.72749275,0.895628881,0.560204056,0.585550775
0.738753974,0.855803055,0.962244847,0.750163323
0.216366947,0.133875244,0.25018215,0.746580275
0.037890375,0.594400852,0.554375929,0.833135683
0.18869561,0.925925793,0.425757541,0.980855704
0.491956413,0.695983926,0.012110489,0.685255268
0.074920833,0.647359867,0.201283086,0.387034624
0.601697147,0.837272138,0.751983195,0.686374497
0.607718408,0.810865393,0.617794466,0.499948071
0.292619169,0.498262057,0.608154902,0.676260008
0.464363277,0.466801859,0.130283513,0.585701541
0.770523489,0.682450589,0.538502963,0.520785853
0.841192901,0.532734199,0.167420402,0.476781234
0.463188827,0.932810892,0.88559069,0.566730395
0.669690073,0.319341623,0.069667859,0.141120443
0.192138612,0.930650426,0.629660908,0.014520806
0.939863861,0.43140989,0.066504513,0.250273018
0.591280878,0.471276828,0.789012329,0.324161494
0.697853506,0.352672509,0.131310038,0.926398385
0.556680858,0.885842325,0.842011198,0.710643621
0.466240823,0.010255312,0.495075641,0.5458776
0.311615884,0.241599396,0.505039834,0.962831409
0.736812055,0.853574494,0.740716152,0.822252009
0.472099721,0.078575237,0.586995952,0.155305349
0.540876567,0.064696871,0.836494915,0.687275332
0.379166305,0.023418794,0.049632864,0.456722992
0.808234155,0.813339506,0.913761708,0.720848209
0.997480333,0.456582348,0.036091938,0.907481533
0.90055269,0.033691877,0.420611038,0.278792584
0.633785188,0.576591554,0.810490669,0.316246671
0.365268886,0.463565555,0.940727444,0.597858406
0.742194355,0.346461046,0.506621732,0.234173705
0.174150407,0.433018902,0.463608078,0.621892549
0.818811595,0.319234649,0.09287334,0.298094441
0.46486634,0.318532138,0.498231006,0.072329963
0.579686582,0.200632777,0.019892885,0.957688771
0.495254695,0.634799929,0.854761586,0.733688901
0.751884639,0.807659803,0.656755777,0.474700847
0.8041026,0.203061298,0.280895646,0.213709451
0.741309822,0.842020256,0.04163143,0.421036588
0.37766403,0.225279344,0.542839273,0.347850977
0.546710908,0.535890386,0.771474993,0.854624817
0.652582586,0.008898797,0.299030598,0.976901707
0.610923707,0.420513323,0.948978026,0.921685366
0.819047153,0.077187643,0.262742876,0.60754924
0.687442005,0.110298758,0.273119767,0.498345817
0.333129346,0.982333424,0.629744245,0.112726099
0.61018604,0.610277264,0.313909586,0.546365894
0.761712253,0.680743536,0.378118559,0.284778041
0.249776304,0.086641843,0.509773522,0.776506494
0.687632501,0.96174371,0.957168564,0.009112765
0.522251785,0.678681134,0.867785265,0.785949813
0.221354902,0.264722864,0.611383787,0.642341296
0.289630353,0.12107904,0.948275913,0.873002585
0.036863267,0.661841479,0.046246631,0.370245463
0.642054498,0.689603055,0.075112805,0.831231869
0.486550033,0.536116912,0.02462588,0.088805426
0.853175342,0.231148145,0.232890894,0.827839
0.562900007,0.404571465,0.933131187,0.610287169
0.498311222,0.895601791,0.326545288,0.937656699
0.155575216,0.178894016,0.701215905,0.852393637
0.097120702,0.368196683,0.895752117,0.743432498
0.433928192,0.520130926,0.559542351,0.040738485
0.309114158,0.549338032,0.428031764,0.61468327
0.792698324,0.871199358,0.1676756,0.176741939
0.237019241,0.17838538,0.286289503,0.627862974
0.404543102,0.413323582,0.925561439,0.168383976
0.277259767,0.976534217,0.660693611,0.464398448
0.489573181,0.777676243,0.580544943,0.809913984
0.801134765,0.016028142,0.190146419,0.876305256
0.250828922,0.429356644,0.085506201,0.989756026
0.275224864,0.607235469,0.837456486,0.003952348
0.963542879,0.994716398,0.257624733,0.752661937
0.240271032,0.432798602,0.431880213,0.311631586
0.524484336,0.600090009,0.337875859,0.734290932
0.882537067,0.545388842,0.25384693,0.254768336
0.430949867,0.24921392,0.21172571,0.452035399
0.422696769,0.228576421,0.394736481,0.471651962
0.630861223,0.559822168,0.947972352,0.718982145
0.642018259,0.18301305,0.076356178,0.200960152
0.819171607,0.79330949,0.688052616,0.896242802

